id_paper,id_publisher
"BUCKINGHAM D, 2009, INT J CULT POLICY, V15, P217, DOI 10.1080/10286630802651602",ROUTLEDGE JOURNALS
"BUCKINGHAM D, 2009, INT J CULT POLICY, V15, P217, DOI 10.1080/10286630802651602", TAYLOR & FRANCIS LTD
"CHEN HL, 2009, J ACAD LIBR, V35, P14, DOI 10.1016/J.ACALIB.2008.10.021",ELSEVIER SCIENCE INC
"PRIMACK BA, 2009, J HEALTH COMMUN, V14, P541, DOI 10.1080/10810730903089598",TAYLOR & FRANCIS INC
"ARCHAKIS A, 2009, J LANG POLIT, V8, P359, DOI 10.1075/JLP.8.3.02ARC",JOHN BENJAMINS PUBLISHING COMPANY
"ZILLMANN D, 2009, MEDIA PSYCHOL, V12, P394, DOI 10.1080/15213260903287275",LAWRENCE ERLBAUM ASSOC INC-TAYLOR & FRANCIS
"BARONE D, 2008, READ TEACH, V62, P292, DOI 10.1598/RT.62.4.2",INT READING ASSOC
"JENSEN AP, 2008, J ADOLESC ADULT LIT, V52, P261, DOI 10.1598/JAAL.52.3.10",INT READING ASSOC
"TORNERO JMP, 2008, COMUNICAR, P15, DOI 10.3916/C31-2008-01-002",GRUPO COMUNICAR
"ABELLAN G, 2008, COMUNICAR, P129, DOI 10.3916/C31-2008-01-016",GRUPO COMUNICAR
"PINKLETON BE, 2008, HEALTH COMMUN, V23, P462, DOI 10.1080/10410230802342135",LAWRENCE ERLBAUM ASSOC INC-TAYLOR & FRANCIS
"COMER JS, 2008, J CONSULT CLIN PSYCH, V76, P568, DOI 10.1037/0022-006X.76.4.568",AMER PSYCHOLOGICAL ASSOC
"WILKSCH SM, 2008, J AM ACAD CHILD PSY, V47, P939, DOI 10.1097/CHI.0B013E3181799F4A",LIPPINCOTT WILLIAMS & WILKINS
"LUMBY C, 2008, MEDIA INT AUST, P80",UNIV QUEENSLAND PRESS
"RENNIE E, 2008, MEDIA INT AUST, P95, DOI 10.1177/1329878X0812800112",UNIV QUEENSLAND PRESS
"PARK SH, 2008, BRIT J EDUC TECHNOL, V39, P732, DOI 10.1111/J.1467-8535.2008.00824.X",BLACKWELL PUBLISHING
"BERGSMA LJ, 2008, HEALTH EDUC RES, V23, P522, DOI 10.1093/HER/CYM084",OXFORD UNIV PRESS
"WAN GF, 2008, THEOR PRACT, V47, P178, DOI 10.1080/00405840802153783",OHIO STATE UNIV
"WAN GF, 2008, THEOR PRACT, V47, P178, DOI 10.1080/00405840802153783", COLLEGE EDUCATION
"ARGYROPOULOS VS, 2008, J VISUAL IMPAIR BLIN, V102, P221",AMER FOUNDATION BLIND
"TYNER K, 2008, COMUNICAR, P79, DOI 10.3916/C30-2008-01-012",GRUPO COMUNICAR
"REIA-BAPTISTA V, 2008, COMUNICAR, P427, DOI 10.3916/C31-2008-03-030",GRUPO COMUNICAR
"GOMEZ JIA, 2008, ESTUD SOBRE MENSAJ P, V14, P293",UNIV COMPLUTENSE MADRID
"GOMEZ JIA, 2008, ESTUD SOBRE MENSAJ P, V14, P293", SERVICIO PUBLICACIONES
"ANIKO B, 2008, INF TARSAD, V8, P110",INFONIA
"TIPPETT CD, 2008, INT J SCI EDUC, V30, P1265, DOI 10.1080/09500690801908348",ROUTLEDGE JOURNALS
"TIPPETT CD, 2008, INT J SCI EDUC, V30, P1265, DOI 10.1080/09500690801908348", TAYLOR & FRANCIS LTD
"GAINES E, 2008, SEMIOTICA, V171, P239, DOI 10.1515/SEMI.2008.076",WALTER DE GRUYTER & CO
"ERICKSON K, 2008, VISUAL STUD, V23, P98",TAYLOR & FRANCIS LTD
"GRIFFIN M, 2008, VISUAL STUD, V23, P113, DOI 10.1080/14725860802276255",TAYLOR & FRANCIS LTD
"AHN S, 2007, STUD SECOND LANG ACQ, V29, P617, DOI 10.1017/S0272263107070453",CAMBRIDGE UNIV PRESS
"AUSTIN EW, 2007, COMMUN RES, V34, P483, DOI 10.1177/0093650297305233",SAGE PUBLICATIONS INC
"COOPERMAN L, 2007, REF USER SERV Q, V47, P94",AMER LIBRARY ASSOC
"EAGLE L, 2007, J ADVERTISING, V36, P101, DOI 10.2753/JOA0091-3367360207",M E SHARPE INC
"FLEMING JJ, 2007, J MASS COMMUN Q, V84, P402",ASSOC EDUC JOURNALISM MASS COMMUNICATION
"CHOMA BL, 2007, SEX ROLES, V56, P581, DOI 10.1007/S11199-007-9200-X",SPRINGER/PLENUM PUBLISHERS
"HAYES M, 2007, SOC SCI MED, V64, P1842, DOI 10.1016/J.SOCSCIMED.2007.01.015",PERGAMON-ELSEVIER SCIENCE LTD
"REIA-BAPTISTA V, 2007, COMUNICAR, P25",GRUPO COMUNICAR
"DAVOU B, 2007, COMUNICAR, P75",GRUPO COMUNICAR
"CHUNG SK, 2007, INT J ART DES EDUC, V26, P98, DOI 10.1111/J.1476-8070.2007.00514.X",BLACKWELL PUBLISHING
"[ANONYMOUS], 2007, ENGL AUST, V42, P85",AATE-AUSTRALIAN ASSOC TEACHING ENGLISH
"BANERJEE SC, 2007, HEALTH COMMUN, V22, P37, DOI 10.1080/10410230701310281",LAWRENCE ERLBAUM ASSOC INC-TAYLOR & FRANCIS
"PINKLETON BE, 2007, HEALTH COMMUN, V21, P23, DOI 10.1080/10410230701283306",LAWRENCE ERLBAUM ASSOC INC-TAYLOR & FRANCIS
"WINSKEL H, 2006, BRIT J EDUC PSYCHOL, V76, P727, DOI 10.1348/000709905X68312",BRITISH PSYCHOLOGICAL SOC
"YUS F, 2006, LANGUAGE, V82, P953, DOI 10.1353/LAN.2006.0242",LINGUISTIC SOC AMER
"SELWYN N, 2006, BRIT J EDUC TECHNOL, V37, P985, DOI 10.1111/J.1467-8535.2006.00660_14.X",BLACKWELL PUBLISHING
"ISLAM RL, 2006, COLL RES LIBR, V67, P492",ASSOC COLL RESEARCH LIBRARIES
"BROWN JD, 2006, J ADOLESCENT HEALTH, V39, P459, DOI 10.1016/J.JADOHEALTH.2006.07.014",ELSEVIER SCIENCE INC
"PRIMACK BA, 2006, J ADOLESCENT HEALTH, V39, P465, DOI 10.1016/J.JADOHEALTH.2006.05.011",ELSEVIER SCIENCE INC
"NEWKIRK T, 2006, EDUC LEADERSHIP, V64, P62",ASSOC SUPERVISION CURRICULUM DEVELOPMENT
"TRIER J, 2006, J ADOLESC ADULT LIT, V50, P68, DOI 10.1598/JAAL.50.1.7",INT READING ASSOC
"BROSSARD D, 2006, SCI COMMUN, V28, P47, DOI 10.1177/1075547006291345",SAGE PUBLICATIONS INC
"WILKSCH SM, 2006, INT J EAT DISORDER, V39, P385, DOI 10.1002/EAR.20237",JOHN WILEY & SONS INC
"BRESCIA W, 2006, BRIT J EDUC TECHNOL, V37, P496, DOI 10.1111/J.1467-8535.2006.00607_6.X",BLACKWELL PUBLISHING
"VARGAS L, 2006, HISPANIC J BEHAV SCI, V28, P267, DOI 10.1177/0739986305285823",SAGE PUBLICATIONS INC
"WEASENFORTH D, 2006, LANG LEARN TECHNOL, V10, P25",UNIV HAWAII
"WEASENFORTH D, 2006, LANG LEARN TECHNOL, V10, P25", NATL FOREIGN LANGUAGE RESOURCE CENTER
"GRUBA P, 2006, LANG LEARN TECHNOL, V10, P77",UNIV HAWAII
"GRUBA P, 2006, LANG LEARN TECHNOL, V10, P77", NATL FOREIGN LANGUAGE RESOURCE CENTER
"ADAIR SM, 2006, PEDIATR DENT, V28, P223",AMER ACAD PEDIATRIC DENTISTRY
"BRUCE D, 2006, TEACH COLL REC, V108, P939",BLACKWELL PUBLISHING
"PRIMACK BA, 2006, ARCH PEDIAT ADOL MED, V160, P369, DOI 10.1001/ARCHPEDI.160.4.369",AMER MEDICAL ASSOC
"AONO Y, 2006, GENES GENET SYST, V81, P153",GENETICS SOC JAPAN
"TRIER J, 2006, J ADOLESC ADULT LIT-a, V49, P622, DOI 10.1598/JAAL.48.7.7",INT READING ASSOC
"AUSTIN EW, 2006, PEDIATRICS, V117, PE423, DOI 10.1542/PEDS.2005-0953",AMER ACAD PEDIATRICS
"PRIMACK BA, 2006, J ADOLESCENT HEALTH-a, V38, P93, DOI 10.1016/J.JADOHEALTH.2005.11.009",ELSEVIER SCIENCE INC
"SEW JW, 2006, DISCOURSE SOC, V17, P137, DOI 10.1177/0957926506058108",SAGE PUBLICATIONS LTD
"ZHANG L, 2006, ELECTRON LIBR, V24, P294, DOI 10.1108/02640470610671169",EMERALD GROUP PUBLISHING LIMITED
"EVANS AE, 2006, FAM COMMUNITY HEALTH, V29, P43, DOI 10.1097/00003727-200601000-00006",LIPPINCOTT WILLIAMS & WILKINS
"AUSTIN EW, 2006, INT J ADVERT, V25, P541",WORLD ADVERTISING RESEARCH CENTER
"LILLIS T, 2006, WRIT COMMUN, V23, P3, DOI 10.1177/0741088305283754",SAGE PUBLICATIONS INC
"BEAN TW, 2005, J ADOLESC ADULT LIT, V49, P361, DOI 10.1598/JAAL.49.4.8",INT READING ASSOC
"HOBBS R, 2005, J COMMUN, V55, P865",OXFORD UNIV PRESS INC
"VILA HJ, 2005, TEACH COLL REC, V107, P2537, DOI 10.1111/J.1467-9620.2005.00626.X",BLACKWELL PUBLISHING
"GRAY J, 2005, CRIT STUD MEDIA COMM, V22, P223, DOI 10.1080/07393180500201652",ROUTLEDGE JOURNALS
"GRAY J, 2005, CRIT STUD MEDIA COMM, V22, P223, DOI 10.1080/07393180500201652", TAYLOR & FRANCIS LTD
"VILLANI VS, 2005, CHILD ADOL PSYCH CL, V14, P523, DOI 10.1016/J.CHC.2005.03.001",W B SAUNDERS CO
"FOSTER AE, 2005, J LIBR INF SCI, V37, P108, DOI 10.1177/096100060503700212",SAGE PUBLICATIONS LTD
"KEENAN KL, 2005, JOURNALISM MASS COMM, V82, P462",ASSN EDUC JOURNALISM MASS COMMUNICATION
"NORTON-MEIER LA, 2005, J ADOLESC ADULT LIT, V48, P608, DOI 10.1598/JAAL.48.7.6",INT READING ASSOC
"WADSWORTH LA, 2005, CAN J DIET PRACT RES, V66, P30, DOI 10.3148/66.1.2005.30",DIETITIANS CANADA
"WATKINS J, 2005, LECT NOTES COMPUT SC, V3815, P390",SPRINGER-VERLAG BERLIN
"AUSTIN EW, 2005, HEALTH COMMUN, V18, P75, DOI 10.1207/S15327027HC1801_4",LAWRENCE ERLBAUM ASSOC INC
"BROZO WG, 2004, J LIT RES, V36, P533, DOI 10.1207/S15548430JLR3604_5",NATL READING CONFERENCE INC
"GALICIAN ML, 2004, AM BEHAV SCI, V48, P143, DOI 10.1177/0002764204268867",SAGE PUBLICATIONS INC
"BERGSMA LJ, 2004, AM BEHAV SCI, V48, P152, DOI 10.1177/0002764204267259",SAGE PUBLICATIONS INC
"RICH M, 2004, AM BEHAV SCI, V48, P165, DOI 10.1177/0002764204267261",SAGE PUBLICATIONS INC
"GONZALES R, 2004, AM BEHAV SCI, V48, P189, DOI 10.1177/0002764204267263",SAGE PUBLICATIONS INC
"DENNIS EE, 2004, AM BEHAV SCI, V48, P202, DOI 10.1177/0002764204267264",SAGE PUBLICATIONS INC
"BERG LRV, 2004, AM BEHAV SCI, V48, P219, DOI 10.1177/0002764204267266",SAGE PUBLICATIONS INC
"NATHARIUS D, 2004, AM BEHAV SCI, V48, P238, DOI 10.1177/0002764204267269",SAGE PUBLICATIONS INC
"OLSON SR, 2004, AM BEHAV SCI, V48, P248, DOI 10.1177/0002764204267272",SAGE PUBLICATIONS INC
"POTTER WJ, 2004, AM BEHAV SCI, V48, P266, DOI 10.1177/0002764204267274",SAGE PUBLICATIONS INC
"GALICIAN ML, 2004, AM BEHAV SCI-a, V48, P7, DOI 10.1177//0002764204268774",SAGE PUBLICATIONS INC
"THOMAN E, 2004, AM BEHAV SCI, V48, P18, DOI 10.1177/0002764204267246",SAGE PUBLICATIONS INC
"ROGOW F, 2004, AM BEHAV SCI, V48, P30, DOI 10.1177/0002764204267248",SAGE PUBLICATIONS INC
"HOBBS R, 2004, AM BEHAV SCI, V48, P42, DOI 10.1177/0002764204267250",SAGE PUBLICATIONS INC
"SCHEIBE CL, 2004, AM BEHAV SCI, V48, P60, DOI 10.1177/0002764204267251",SAGE PUBLICATIONS INC
"KUBEY R, 2004, AM BEHAV SCI, V48, P69, DOI 10.1177/0002764204267252",SAGE PUBLICATIONS INC
"ALVERMANN DE, 2004, AM BEHAV SCI, V48, P78, DOI 10.1177/0002764204267271",SAGE PUBLICATIONS INC
"HUNDLEY HL, 2004, AM BEHAV SCI, V48, P84, DOI 10.1177/0002764204267253",SAGE PUBLICATIONS INC
"CHRIST WG, 2004, AM BEHAV SCI, V48, P92, DOI 10.1177/0002764204267254",SAGE PUBLICATIONS INC
"CONSIDINE DM, 2004, AM BEHAV SCI, V48, P97, DOI 10.1177/0002764204267255",SAGE PUBLICATIONS INC
"MERSKIN D, 2004, AM BEHAV SCI, V48, P119, DOI 10.1177/0002764204267257",SAGE PUBLICATIONS INC
"HARRIS A, 2004, BRIT J EDUC STUD, V52, P206",BLACKWELL PUBL LTD
"SWIENCICKI J, 2004, COLL COMPOS COMMUN, V55, P762, DOI 10.2307/4140670",NATL COUNCIL TEACHERS ENGLISH
"LABERGE Y, 2004, EUR J COMMUN, V19, P249, DOI 10.1177/0267323104042920",SAGE PUBLICATIONS LTD
"MARSH J, 2004, J RES READ, V27, P181, DOI 10.1111/J.1467-9817.2004.225_4.X",BLACKWELL PUBL LTD
"BARON NS, 2004, J SOCIOLING, V8, P272",BLACKWELL PUBL LTD
"SILVERSTONE R, 2003, MEDIA CULT SOC, V26, P440, DOI 10.1177/0163443704042557",SAGE PUBLICATIONS LTD
"BEATY LM, 2004, ANTHROPOL EDUC QUART, V35",AMER ANTHROPOLOGICAL ASSOC
"KUBEY R, 2004, TELEV QUART, V34, P21",NATL ACAD TELEVISION ARTS SCIENCES
"HINDIN TJ, 2004, J AM DIET ASSOC, V104, P192, DOI 10.1016/J.JADA.2003.11.006",AMER DIETETIC ASSOC
"BEATY LM, 2003, ANTHROPOL EDUC QUART, V34",AMER ANTHROPOLOGICAL ASSOC
"MOTOMURA K, 2003, J AESTHET EDUC, V37, P58",UNIV ILLINOIS PRESS
"FRANCIS C, 2003, MED J AUSTRALIA, V179, P638",AUSTRALASIAN MED PUBL CO LTD
"GOODSON FT, 2003, J ADOLESC ADULT LIT, V47, P258",INT READING ASSOC
"HULL GA, 2003, RES TEACH ENGL, V38, P229",NATL COUNCIL TEACHERS ENGLISH
"HESSE P, 2003, YOUNG CHILDREN, V58, P20",NATL ASSOC EDUC YOUNG CHILDREN
"HILL SC, 2003, J SCHOOL HEALTH, V73, P239, DOI 10.1111/J.1746-1561.2003.TB06569.X",AMER SCHOOL HEALTH ASSOC
"HOBBS R, 2003, READ RES QUART, V38, P330, DOI 10.1598/RRQ.38.3.2",INT READING ASSOC
"ALVERMANN DE, 2003, READ RES QUART, V38, P386",INT READING ASSOC
"HAGOOD MC, 2003, READ RES QUART, V38, P387",INT READING ASSOC
"NIXON H, 2003, READ RES QUART, V38, P407",INT READING ASSOC
"PAYNE JG, 2003, J HEALTH COMMUN, V8, P124, DOI 10.1080/10810730390224983",TAYLOR & FRANCIS INC
"WADE TD, 2003, INT J EAT DISORDER, V33, P371, DOI 10.1002/EAT.10136",JOHN WILEY & SONS INC
"SCHARRER E, 2002, J ADOLESC ADULT LIT, V46, P354",INT READING ASSOC
"LELLIOTT A, 2002, COMPUT EDUC, V39, P313, DOI 10.1016/S0360-1315(02)00037-4",PERGAMON-ELSEVIER SCIENCE LTD
"MARTIN MA, 2002, J ADOLESC ADULT LIT, V46, P277",INT READING ASSOC
"RAMANATHAN V, 2002, CAN MOD LANG REV, V59, P125, DOI 10.3138/CMLR.59.1.125",CANADIAN MODERN LANGUAGE REV
"VAN HORN R, 2002, PHI DELTA KAPPAN, V84, P10, DOI 10.1177/003172170208400104",PHI DELTA KAPPA
"COHEN HL, 2002, EDUC GERONTOL, V28, P599, DOI 10.1080/03601270290099796",BRUNNER/MAZEL INC
"BURCH E, 2002, MEDIA CULT SOC, V24, P571, DOI 10.1177/016344370202400408",SAGE PUBLICATIONS LTD
"ROBINSON A, 2002, ONLINE, V26, P29",ONLINE INC
"CHRIST WG, 2002, J BROADCAST ELECTRON, V46, P321, DOI 10.1207/S15506878JOBEM4602_9",BROADCAST EDUC ASSOC
"EDGERTON GR, 2002, J POP FILM TV, V30, P2, DOI 10.1080/01956050209605553",HELDREF PUBLICATIONS
"ROCKLER NR, 2002, J POP FILM TV, V30, P16, DOI 10.1080/01956050209605555",ROUTLEDGE JOURNALS
"ROCKLER NR, 2002, J POP FILM TV, V30, P16, DOI 10.1080/01956050209605555", TAYLOR & FRANCIS LTD
